itin,ttdate,pc2,pc1,occ,cap
2989,-48,.055555556,.11111111,10,36
6133,-55,0,0,3,40
4520,-47,.1,.125,7,40
6110,-35,.025,.025,13,40
5945,-7,.0625,.0625,13,16
5005,-55,.027777778,.027777778,10,36
6913,-31,.13333334,.13333334,6,30
8634,-51,.03846154,.03846154,4,26
9581,-2,0,0,45,52
6944,-20,.1,.1,19,30
9986,-41,.01923077,.01923077,27,52
4060,-58,0,0,10,26
4011,-31,.07692308,.07692308,13,26
7167,-28,.1388889,.19444445,5,36
9466,-15,-.10204082,.020408163,22,49
1535,-33,0,0,8,30
6482,-54,-.025,.025,8,40
190,-59,-.07692308,-.07692308,11,26
5411,-20,.06666667,.06666667,13,30
4257,-9,.1,.1,34,40
10561,-38,0,0,28,52
2021,-23,.1,.1,20,30
10708,-50,.18000001,.16,23,50
5959,-48,-.0625,-.0625,4,16
711,-14,.22,.2,24,50
2925,-60,.083333336,.1388889,0,36
128,-42,.02,0,20,50
1665,-27,0,-.02,9,50
248,-48,-.025,.025,2,40
6462,-56,-.03846154,-.03846154,3,26
4537,-46,-.050000001,0,14,40
2080,-16,.033333335,.033333335,27,30
4476,-25,-.025,.025,10,40
2905,-15,.027777778,.083333336,21,36
518,-34,-.03846154,-.03846154,6,26
1035,-28,.12,.12,35,50
4632,-45,.050000001,.050000001,12,40
2751,-27,.1,.1,11,40
1875,-2,0,0,41,50
9349,-4,-.050000001,0,26,40
6953,-22,.16666667,.16666667,14,30
8694,-49,-.025,.025,18,40
9869,-15,.01923077,.01923077,42,52
7169,-11,-.055555556,0,12,36
9663,-38,.01923077,.01923077,27,52
537,-54,-.07692308,-.07692308,8,26
10709,-31,.02,.02,42,50
10645,-15,.16,.16,41,50
3863,-60,0,0,8,26
6864,-28,0,0,18,52
9162,-53,-.01923077,-.01923077,7,52
7522,-37,.02,0,14,50
4262,-28,.025,.025,7,40
7181,-39,-.055555556,0,34,36
1330,-11,.16666667,.16666667,17,30
10724,-4,-.03846154,-.03846154,16,26
3412,-28,0,0,32,52
7327,-41,-.040816326,.081632651,13,49
8157,-23,0,0,15,40
4787,-52,.075000003,.125,8,40
6228,-12,.075000003,.125,24,40
2596,-19,.025,.025,3,40
8452,-5,0,0,20,26
8616,-23,-.07692308,-.07692308,26,26
7433,-52,-.050000001,0,11,40
5427,-56,.033333335,.033333335,6,30
3903,-45,0,0,11,30
4715,-10,.06666667,.06666667,22,30
9113,-17,.13461539,.13461539,28,52
8867,-16,.1,.1,28,50
251,-57,-.050000001,0,2,40
9858,-11,.057692308,.057692308,42,52
8997,-25,.175,.22499999,29,40
1521,-10,0,0,20,30
6134,-26,.1,.1,19,40
9893,-46,-.03846154,-.03846154,36,52
7686,-40,-.050000001,0,14,40
6709,-11,0,.050000001,24,40
1294,-39,0,-.02,19,50
7361,-36,-.020408163,.10204082,32,49
6723,-40,-.025,.025,6,40
9719,-15,.057692308,.057692308,29,52
4987,-18,-.025641026,-.025641026,25,39
8119,-40,.050000001,.050000001,10,40
3708,-17,.03846154,.03846154,18,26
1407,-50,-.0625,-.0625,3,16
8971,0,-.050000001,0,24,40
4387,-5,0,.050000001,13,40
4018,-46,0,0,18,26
6421,-19,0,.050000001,19,40
9522,-35,-.025,.025,20,40
3442,-42,0,0,21,52
5552,-6,-.025,.025,11,40
10375,-59,.01923077,.01923077,25,52
10551,-34,.15384616,.15384616,25,52
7286,-14,-.055555556,0,6,36
4155,-10,.050000001,.050000001,23,40
10742,-47,-.07692308,-.07692308,3,26
8158,-34,.075000003,.075000003,21,40
9493,-22,-.06122449,.06122449,18,49
9795,-15,.050000001,.1,15,40
2653,-47,.025,.025,3,40
8816,-11,-.025,.025,38,40
1978,-53,0,0,9,30
3935,-25,0,.050000001,23,40
2675,-5,.075000003,.075000003,13,40
5896,-27,.03846154,.03846154,30,52
4474,-24,.25,.30000001,4,40
8359,-47,-.07692308,-.07692308,2,26
10159,-32,.057692308,.057692308,21,52
4554,-14,-.07692308,-.07692308,18,26
2624,-35,.025,.025,10,40
7151,-48,.079999998,.059999999,17,50
6127,-7,.050000001,.050000001,22,40
6000,-39,.0625,0,6,16
9146,-13,.01923077,.01923077,41,52
166,-20,0,0,9,26
9566,-33,.46153846,.46153846,15,52
6218,-44,-.03846154,-.03846154,17,26
9726,-34,-.01923077,-.01923077,16,52
8247,-36,.1,.15000001,15,40
2296,-42,.050000001,.050000001,12,40
8320,-45,-.025,.025,9,40
6855,-5,.03846154,.03846154,29,52
5235,-51,.033333335,.06666667,8,30
2706,-6,0,0,7,40
6559,-15,-.03846154,-.03846154,14,26
6836,0,-.01923077,-.01923077,26,52
8781,-57,-.025,.025,4,40
1750,-55,.02,.02,9,50
821,-1,.025,.025,3,40
1037,-55,.079999998,.079999998,12,50
6718,-28,-.050000001,0,23,40
823,-30,-.050000001,0,2,40
6940,-24,0,0,10,30
6622,-17,0,0,21,26
10556,-34,.057692308,.057692308,26,52
758,-22,-.025,.025,4,40
9915,-48,-.025,0,12,40
1221,-32,.06666667,.06666667,12,30
2258,-7,.025,.025,24,40
4410,-29,-.025,.025,23,40
5129,-42,0,0,18,50
7671,0,0,0,40,49
1114,-7,0,0,19,30
5673,-25,.1,.15000001,6,40
2081,-52,.033333335,.033333335,7,30
2259,-13,0,0,27,40
4392,-44,-.050000001,0,1,40
4140,-55,0,0,3,40
3381,-43,0,.050000001,15,40
6462,-27,0,0,12,26
269,-29,0,.050000001,3,40
4658,-52,.025,.025,12,40
5257,0,0,0,49,50
274,-41,0,.050000001,3,40
5237,-38,0,.033333335,8,30
10104,-25,.15000001,.2,11,40
3107,-47,-.055555556,0,1,36
2046,-57,0,0,17,30
7884,-49,0,0,3,26
10140,-14,.075000003,.125,17,40
3505,0,0,0,46,52
4433,-34,-.025,.025,7,40
3665,-15,-.040816326,.081632651,20,49
2927,-26,.027777778,.083333336,16,36
1725,-32,.039999999,.039999999,22,50
1891,-57,0,0,11,50
8850,-36,-.025,.025,14,40
5464,0,0,0,33,40
4297,-29,.050000001,.050000001,5,40
2889,-17,-.055555556,0,9,36
7844,-31,-.07692308,-.07692308,6,26
10777,-41,0,0,12,26
3788,-19,.15000001,.15000001,24,40
2445,-26,.075000003,.075000003,7,40
1186,-56,.033333335,.033333335,5,30
2849,-47,-.025,.025,9,40
3563,-22,.055555556,.11111111,14,36
9921,-57,-.025,0,2,40
10682,0,0,0,48,50
901,-16,0,.050000001,29,40
5532,-21,.057692308,.057692308,16,52
4861,-41,.025,.075000003,13,40
10583,-3,.039999999,.039999999,42,50
313,-27,.1,.1,10,40
5749,-50,0,.050000001,10,40
3056,-18,.027777778,.083333336,17,36
2974,-21,-.055555556,0,2,36
3662,-55,.025,.075000003,7,40
5934,-46,-.0625,-.0625,5,16
6027,-13,0,0,7,16
1576,-14,.079999998,.079999998,42,50
6327,-3,-.02,-.02,40,50
6757,-36,0,.033333335,12,30
6773,-44,.033333335,.06666667,19,30
2485,-40,.40000001,.40000001,3,40
520,-54,-.07692308,-.07692308,7,26
5912,-47,.03846154,.03846154,20,52
10774,-45,-.03846154,-.03846154,8,26
4745,-17,.025,.075000003,24,40
3469,-48,-.03846154,-.03846154,11,52
4950,-36,0,0,18,26
8232,-12,-.050000001,0,31,40
3497,-9,.096153848,.096153848,43,52
4709,-25,.050000001,.050000001,21,40
4333,-3,.07692308,.07692308,14,26
4301,-53,.025,.025,2,40
2189,-8,.025,.025,27,40
822,-22,-.025,.025,7,40
7876,-21,-.03846154,-.03846154,11,26
9898,-38,-.025,0,19,40
866,-7,-.050000001,0,14,40
2937,-19,-.027777778,.027777778,19,36
7807,-29,-.07692308,-.07692308,10,26
10664,-34,.039999999,.039999999,23,50
8355,-2,-.03846154,-.03846154,26,26
10610,-27,.23999999,.22,37,50
9106,-6,.096153848,.096153848,20,52
4390,-29,.050000001,.1,7,40
869,0,0,0,6,40
9570,-10,.057692308,.057692308,45,52
4996,-51,0,0,7,36
2106,-42,-.03846154,-.03846154,10,26
3344,-35,.03846154,.03846154,37,52
7989,-19,-.07692308,-.07692308,19,26
4230,-7,.025,.075000003,8,40
3672,-11,-.081632651,.040816326,33,49
8691,-56,0,.050000001,4,40
1153,-35,0,0,3,30
2246,-44,.050000001,.050000001,14,40
9035,-38,-.050000001,0,6,40
9177,-17,.02,.02,27,50
6472,-54,-.03846154,-.03846154,3,26
1343,-48,.13333334,.13333334,11,30
9367,-33,.050000001,.1,22,40
3299,-14,.079999998,.079999998,34,50
7757,-41,.096153848,.096153848,15,52
6556,-21,0,0,11,26
5987,-28,.125,.0625,7,16
6693,-43,-.01923077,-.01923077,27,52
3854,-12,-.03846154,-.03846154,24,26
8462,-22,-.03846154,-.03846154,8,26
9033,-12,.025,.075000003,8,40
5205,-23,-.033333335,0,10,30
9086,-6,.096153848,.096153848,38,52
1409,-42,-.0625,-.0625,5,16
3675,-36,.1632653,.2857143,27,49
7608,-39,.025,.075000003,23,40
7360,-31,-.10204082,.020408163,8,49
320,-59,.1,.1,3,40
2730,-38,.050000001,.050000001,2,40
351,-2,-.03846154,-.03846154,24,26
8388,-18,.03846154,.03846154,16,26
6986,-2,.1,.1,32,40
4641,-4,.050000001,.050000001,30,40
6673,-44,-.03846154,-.03846154,15,52
1380,-6,-.0625,-.0625,13,16
9051,-6,0,.050000001,33,40
8932,-50,.02,0,4,50
4045,-39,0,0,22,26
7753,-11,.13461539,.13461539,38,52
5224,-27,0,.033333335,16,30
2288,-59,0,0,8,40
2909,-4,.027777778,.083333336,13,36
5292,-7,.039999999,.02,41,50
7298,-60,0,.055555556,2,36
8432,-4,0,0,12,26
408,-28,.07692308,.07692308,16,26
7440,-28,.025,.075000003,27,40
8978,-11,.050000001,.1,20,40
5469,-18,-.025,.025,12,40
8118,-21,.050000001,.050000001,16,40
5020,-49,0,0,18,50
2532,-19,.01923077,.01923077,44,52
8321,-53,.1,.15000001,9,40
4530,-47,.050000001,.075000003,14,40
374,-15,.15384616,.15384616,11,26
10763,-18,0,0,21,26
9263,-9,-.050000001,0,17,40
3367,-23,.025,.075000003,25,40
9847,-53,.38461539,.38461539,7,52
7802,-30,.07692308,.07692308,6,26
2013,-54,0,0,2,30
8713,-60,-.025,.025,12,40
7869,-10,-.07692308,-.07692308,13,26
9487,-3,-.10204082,.020408163,42,49
8733,-4,.22499999,.27500001,26,40
5150,-38,.02,.02,20,50
8186,-6,-.050000001,0,20,40
4649,-18,.25,.25,18,40
8782,-51,.025,.075000003,22,40
1592,-28,.1,.079999998,19,50
3551,-28,-.055555556,0,11,36
2548,-44,-.03846154,-.03846154,23,52
10066,-23,0,0,17,52
10043,-22,.096153848,.096153848,20,52
7697,-52,-.050000001,0,7,40
2041,-36,.1,.1,16,30
1924,-58,.18000001,.16,11,50
2670,-38,0,0,0,40
5521,0,-.03846154,-.03846154,8,52
5002,-39,.083333336,.083333336,14,36
9066,-27,0,.050000001,13,40
9641,-9,0,0,48,52
7555,-4,-.025,.025,32,40
8516,-20,-.07692308,-.07692308,15,26
7430,-24,.050000001,.1,26,40
2438,-27,.075000003,.075000003,23,40
9094,-16,-.03846154,-.03846154,40,52
9984,-57,.07692308,.07692308,9,52
9364,-16,.34999999,.40000001,20,40
4597,-17,.125,.125,11,40
6,-15,-.07692308,-.07692308,15,26
1777,-2,.039999999,.039999999,37,50
10453,-60,-.03846154,-.03846154,10,52
9885,-36,.01923077,.01923077,33,52
7830,-37,-.07692308,-.07692308,13,26
8881,-29,-.02,-.02,8,50
9282,-7,.025,.075000003,35,40
2133,-59,-.07692308,-.07692308,6,26
7711,-4,-.03846154,-.03846154,49,52
5127,-27,.079999998,.079999998,17,50
7737,-19,.096153848,.096153848,44,52
279,-49,-.025,.025,2,40
4937,-12,.03846154,.03846154,18,26
8244,-53,.125,.15000001,7,40
5674,-42,-.025,.025,5,40
1474,-3,.0625,0,13,16
1766,-30,.079999998,.079999998,18,50
3496,-28,0,0,21,52
1128,-15,0,0,16,30
507,-27,-.03846154,-.03846154,14,26
6189,-27,-.07692308,-.07692308,3,26
6306,-12,0,0,37,50
2602,-6,0,0,5,40
4206,-34,.125,.125,9,40
4306,-36,.050000001,.050000001,8,40
4960,-36,-.03846154,-.03846154,10,26
5370,-30,-.03846154,-.03846154,30,52
6419,-51,.075000003,.1,10,40
9734,-57,-.01923077,-.01923077,10,52
9514,-57,-.025,0,10,40
3504,-11,-.01923077,-.01923077,24,52
284,-39,-.025,.025,5,40
6702,-17,.050000001,.075000003,31,40
5943,-56,-.0625,-.0625,4,16
1068,-48,.079999998,.059999999,15,50
1789,-34,.059999999,.059999999,23,50
650,-25,.15384616,.15384616,21,26
671,-13,.059999999,.059999999,41,50
6646,-31,-.07692308,-.07692308,13,26
352,0,0,0,25,26
7596,-7,.050000001,.1,34,40
3866,-23,-.03846154,-.03846154,15,26
60,-54,-.07692308,-.07692308,8,26
10221,-37,-.01923077,-.01923077,32,52
10146,-20,.01923077,.01923077,18,52
2604,-51,0,0,6,40
3652,-11,.020408163,.14285715,25,49
3174,-52,.1,.1,6,30
6311,0,-.059999999,0,35,50
662,-50,.15384616,.15384616,8,26
5819,-14,.050000001,.1,26,40
646,-29,.07692308,.07692308,12,26
10492,-54,.057692308,.057692308,7,52
2713,-25,.075000003,.075000003,6,40
3154,-26,.033333335,.033333335,8,30
2298,-28,.1,.1,17,40
1286,-34,.059999999,.039999999,33,50
10405,-35,.057692308,.057692308,29,52
1992,-5,.13333334,.13333334,17,30
2510,-20,.096153848,.096153848,28,52
4551,-28,-.07692308,-.07692308,6,26
2263,-3,.050000001,.050000001,19,40
5723,-19,.075000003,.125,13,40
8444,-44,-.07692308,-.07692308,10,26
1846,-20,.079999998,.079999998,39,50
3656,-41,.22499999,.27500001,18,40
4189,-52,.025,.025,10,40
7499,-12,.079999998,.059999999,38,50
7641,-13,.020408163,.14285715,22,49
2712,-59,.025,.025,1,40
9803,-33,.050000001,.1,9,40
1467,-14,-.0625,-.0625,12,16
8291,-10,.096153848,.096153848,45,52
9068,-48,-.025,.025,6,40
8866,-6,.36000001,.12,31,50
7781,-51,-.01923077,-.01923077,8,52
6553,-23,-.03846154,-.03846154,21,26
3383,-54,.050000001,.1,9,40
10615,-50,.059999999,.039999999,20,50
5930,-38,0,0,6,16
10661,-59,.039999999,.039999999,8,50
5134,-19,.059999999,.059999999,35,50
9783,-21,-.050000001,0,8,40
4616,-30,.025,.025,6,40
5952,-32,0,0,7,16
1509,-12,.033333335,.033333335,12,30
8298,-49,0,.050000001,9,40
2854,-44,.025,.075000003,10,40
3653,-21,-.06122449,.06122449,31,49
3449,-51,0,0,11,52
3159,-15,.26666668,.26666668,11,30
1606,-48,.14,.12,10,50
10725,-2,0,0,22,26
3585,-19,-.055555556,0,13,36
9868,-14,-.01923077,-.01923077,41,52
2162,-26,-.07692308,-.07692308,18,26
9802,-12,-.025,.025,19,40
6112,-48,0,0,6,40
3861,-45,-.03846154,-.03846154,13,26
8461,-58,-.07692308,-.07692308,10,26
7071,-49,-.07692308,-.07692308,11,26
5267,-44,0,0,19,50
8390,-2,-.07692308,-.07692308,24,26
71,-58,.07692308,.07692308,2,26
8080,-23,.175,.175,20,40
7605,-53,-.025,.025,16,40
10362,-19,.01923077,.01923077,47,52
2906,-12,-.055555556,0,8,36
5842,-29,.025,.075000003,15,40
8665,-35,-.025,.025,20,40
262,-33,0,.050000001,4,40
4572,-32,-.07692308,-.07692308,4,26
2122,-29,-.07692308,-.07692308,13,26
7337,-43,.025,.075000003,13,40
706,-38,.079999998,.079999998,16,50
8757,-14,-.025,.025,17,40
8839,-49,-.025,.025,10,40
9184,-59,0,0,7,50
10439,-2,-.03846154,-.03846154,27,52
9988,-43,0,0,6,52
2475,-40,0,0,11,40
3041,-59,-.055555556,0,4,36
5041,-25,.1,.1,22,30
6442,-41,0,0,7,26
4490,-32,.025,.075000003,7,40
3258,-32,.02,.02,31,50
10599,-54,.16,.16,7,50
7435,-11,.175,.22499999,24,40
7966,-4,0,0,24,26
2616,-2,.050000001,.050000001,11,40
9203,-60,.039999999,.039999999,9,50
521,-22,0,0,16,26
4409,-34,-.050000001,0,12,40
7760,-18,.11538462,.11538462,24,52
3385,-54,0,.050000001,9,40
328,-12,.30000001,.30000001,23,40
1362,-24,-.0625,-.0625,6,16
372,-13,-.03846154,-.03846154,21,26
3919,-27,.125,.175,21,40
7511,-59,0,0,9,50
7424,-40,-.050000001,0,12,40
4289,-12,.125,.125,21,40
5773,-55,.025,.075000003,19,40
8129,-32,.025,.025,9,40
642,-28,.07692308,.07692308,18,26
122,-40,.079999998,.059999999,11,50
8527,-23,-.07692308,-.07692308,16,26
677,-60,.039999999,.039999999,9,50
6171,-55,.050000001,.050000001,17,40
3540,-45,.025,.075000003,6,40
8177,-7,-.025,.025,29,40
9699,-42,.01923077,.01923077,13,52
3405,-3,.057692308,.057692308,46,52
3933,-25,.025,.075000003,16,40
1422,-46,0,-.0625,1,16
7987,-48,-.07692308,-.07692308,6,26
9215,-16,.12,.1,22,50
4255,-25,.15000001,.15000001,16,40
9843,-38,-.01923077,-.01923077,17,52
4627,-23,.025,.025,20,40
10137,-37,.025,.075000003,7,40
8477,-27,-.07692308,-.07692308,11,26
2617,-57,0,0,2,40
1052,-39,.079999998,.079999998,23,50
5074,-23,0,0,14,30
623,-55,-.07692308,-.07692308,8,26
7628,-30,-.12244898,0,10,49
6402,-17,.15000001,.175,23,40
4420,-11,-.025,.025,24,40
5057,-23,.13333334,.13333334,23,30
10515,-33,.01923077,.01923077,32,52
115,-45,0,0,6,36
5908,-36,.1923077,.1923077,16,52
8322,-59,-.050000001,0,6,40
6840,-2,0,0,20,52
3945,-47,.025,.075000003,8,40
4861,-12,.075000003,.125,27,40
9491,-40,-.050000001,0,13,40
2316,-32,0,0,9,40
2277,-6,.125,.125,18,40
469,-11,-.0625,-.125,9,16
7020,-15,.03846154,.03846154,19,26
9122,-4,.057692308,.057692308,47,52
198,-41,-.07692308,-.07692308,13,26
7137,-16,.1,.079999998,38,50
3276,-60,.039999999,.039999999,16,50
8980,-42,-.025,.025,10,40
1292,-50,.12,.1,11,50
3462,-27,.03846154,.03846154,32,52
1659,-58,-.02,-.02,9,50
7618,-50,-.050000001,0,16,40
2274,-14,.40000001,.40000001,16,40
2791,-46,.025,.025,15,40
10778,-41,-.07692308,-.07692308,12,26
9002,-43,-.025,.025,10,40
10390,-17,.01923077,.01923077,32,52
6483,-43,-.025,0,11,40
8661,-16,-.050000001,0,25,40
177,-49,-.03846154,-.03846154,11,26
181,-3,.11538462,.11538462,20,26
9206,-34,0,0,19,50
7938,-10,.07692308,.07692308,17,26
1503,-39,-.0625,-.125,6,16
4111,-22,.025,.025,18,40
3516,-10,0,.050000001,12,40
1322,-12,.033333335,.033333335,26,30
2993,-39,-.027777778,.027777778,5,36
3738,-17,.03846154,.03846154,24,26
9597,-33,-.03846154,-.03846154,22,52
6808,-51,-.033333335,0,11,30
4856,-5,.1,.15000001,19,40
9451,-37,.03846154,.03846154,16,52
7378,-53,-.020408163,.10204082,14,49
2269,-29,.050000001,.050000001,22,40
7955,-22,.03846154,.03846154,20,26
671,-15,.039999999,.039999999,43,50
9290,0,-.075000003,0,33,40
5586,-9,-.025,.025,5,40
4067,-2,.15000001,.15000001,29,40
8237,-20,.1,.15000001,17,40
10488,-46,.07692308,.07692308,18,52
5039,-55,-.02,-.039999999,8,50
4754,-25,.27500001,.32499999,14,40
8455,-12,-.07692308,-.07692308,15,26
6912,-40,.2,.2,6,30
5373,-52,-.03846154,-.03846154,25,52
3259,-45,.059999999,.059999999,14,50
3025,-16,0,.055555556,2,36
9772,-8,-.025,.025,15,40
7387,-28,0,.050000001,21,40
5768,-31,0,.050000001,13,40
2500,-38,.21153846,.21153846,26,52
525,-37,0,0,6,26
2370,-20,.2,.2,21,40
8071,-16,.025,.025,25,40
3373,-36,.1,.15000001,16,40
5421,-43,.13333334,.13333334,17,30
6160,-26,.1,.1,20,40
3620,-41,-.055555556,0,7,36
4914,-59,-.07692308,-.07692308,7,26
9953,-5,0,0,44,52
4003,0,0,0,23,26
142,-33,.02,.02,6,50
9738,-55,-.03846154,-.03846154,6,52
10244,-45,-.01923077,-.01923077,20,52
10654,-30,.079999998,.079999998,22,50
9363,-7,.15000001,.2,22,40
7917,-25,.03846154,.03846154,11,26
8039,-18,.025,.025,25,40
1541,-38,0,0,8,30
8626,-48,.03846154,.03846154,11,26
10567,-7,0,0,41,50
7700,-7,.03846154,.03846154,44,52
1914,-9,.059999999,.039999999,42,50
4751,-20,-.025,.025,18,40
6170,-52,0,0,10,40
4839,-11,.075000003,.125,7,40
846,-60,-.050000001,0,0,40
9426,-33,-.050000001,0,27,40
2090,-44,.13333334,.13333334,10,30
1494,-33,0,-.0625,12,16
4865,-15,-.025,.025,21,40
138,-23,-.02,-.039999999,24,50
2663,-36,0,0,2,40
6561,-52,-.07692308,-.07692308,6,26
10051,-16,.11538462,.11538462,40,52
3052,-37,-.055555556,0,4,36
10378,-55,.03846154,.03846154,25,52
9212,-19,.1,.079999998,35,50
881,-55,-.050000001,0,0,40
683,-4,.059999999,.059999999,36,50
10475,-37,.057692308,.057692308,7,52
10,-5,-.07692308,-.07692308,12,26
1065,-44,.079999998,.059999999,14,50
9767,-2,.06122449,0,16,49
9672,-32,.07692308,.07692308,24,52
6069,-36,0,-.0625,8,16
1543,-60,0,0,8,30
2910,-36,0,.055555556,16,36
10689,-37,.12,.1,35,50
1673,-53,-.02,-.02,11,50
6266,-36,-.025,0,28,40
10214,-2,.03846154,.03846154,45,52
5013,-59,0,0,12,36
8758,-6,.050000001,.1,17,40
2300,-20,.050000001,.050000001,15,40
1218,-51,0,0,3,30
7547,-29,0,.050000001,19,40
1991,-38,.06666667,.06666667,7,30
3824,-32,.25,.25,16,40
8246,-54,-.025,0,9,40
10751,-28,.07692308,.07692308,12,26
5680,-30,-.025,.025,11,40
2799,-24,.075000003,.075000003,12,40
4979,-32,-.051282052,-.051282052,24,39
4677,-16,.2,.2,17,30
8017,-5,.075000003,.075000003,35,40
9225,-21,.12,.12,23,50
2690,-56,0,0,1,40
86,-18,-.051282052,-.051282052,9,39
4553,-13,-.03846154,-.03846154,16,26
6120,-49,0,0,9,40
2252,-42,.075000003,.075000003,15,40
987,-26,-.025641026,-.025641026,17,39
2039,-13,.06666667,.06666667,24,30
10736,-33,-.03846154,-.03846154,12,26
9676,-31,.13461539,.13461539,16,52
10077,-35,.01923077,.01923077,13,52
385,-27,.03846154,.03846154,16,26
5902,-6,0,0,29,52
2713,-20,.050000001,.050000001,6,40
9827,-29,0,0,13,52
7081,-19,.1,.1,40,50
10342,-41,.057692308,.057692308,30,52
3195,-16,-.03846154,-.03846154,12,26
4227,-60,0,0,1,40
8380,-27,-.03846154,-.03846154,16,26
8523,-14,-.07692308,-.07692308,15,26
1243,-22,0,0,23,50
1014,-47,-.0625,-.125,6,16
9625,-3,.01923077,.01923077,43,52
7472,-36,-.02,-.02,13,50
4163,-32,.125,.125,16,40
3683,-52,.03846154,.03846154,22,52
4182,-48,.025,.025,9,40
9213,-30,.02,0,25,50
8851,-39,0,.050000001,7,40
8120,-13,.025,.025,21,40
6229,-24,0,.050000001,15,40
8024,-8,.050000001,.050000001,33,40
3537,-51,-.025,.025,4,40
1830,-58,0,0,13,50
1913,-3,.16,.16,37,50
10017,-26,.03846154,.03846154,15,52
1961,-7,.06666667,.06666667,14,30
1928,-60,.16,.14,27,50
4724,-16,.16666667,.16666667,15,30
6520,-55,-.07692308,-.07692308,19,26
8120,-7,.025,.025,30,40
7626,-17,-.12244898,0,17,49
2321,-56,0,0,5,40
4955,-51,-.03846154,-.03846154,8,26
4686,-44,.033333335,.033333335,6,30
9638,-26,-.03846154,-.03846154,29,52
8942,-55,.039999999,.039999999,3,50
2377,-30,0,0,19,40
9686,-57,.07692308,.07692308,12,52
858,-20,-.050000001,0,5,40
2257,-4,.050000001,.050000001,16,40
4993,-34,0,0,18,39
10309,-3,.125,.175,24,40
10112,-21,.025,.075000003,22,40
5511,-49,0,.050000001,8,40
7590,-24,0,.050000001,30,40
7260,-19,-.055555556,0,0,36
3076,-16,-.027777778,.027777778,8,36
2640,-7,0,0,6,40
3198,-18,0,0,22,26
4371,-50,.033333335,0,4,30
9119,-23,0,0,21,52
3420,-43,.03846154,.03846154,22,52
4189,-33,.050000001,.050000001,16,40
9249,-35,-.025,.025,13,40
5588,-55,-.025,.025,2,40
6847,-32,-.01923077,-.01923077,13,52
2298,-4,.2,.2,21,40
8162,-58,.075000003,.075000003,12,40
8393,-38,-.07692308,-.07692308,7,26
5432,-30,.26666668,.26666668,7,30
8729,-26,.075000003,.125,6,40
6133,-34,.025,.025,7,40
3494,-36,.01923077,.01923077,13,52
4645,-57,.025,.025,4,40
5276,-28,.1,.1,21,50
1192,-12,.033333335,.033333335,27,30
3322,-8,-.03846154,-.03846154,40,52
1334,-40,.033333335,.033333335,14,30
762,-53,-.050000001,0,2,40
5869,-28,.03846154,.03846154,37,52
2121,-40,-.07692308,-.07692308,7,26
10111,-37,-.025,.025,8,40
6776,-28,0,.033333335,13,30
8745,-40,.15000001,.2,14,40
1660,-40,.039999999,.039999999,12,50
8408,-49,-.07692308,-.07692308,13,26
3690,-28,0,0,24,52
5271,-19,.059999999,.059999999,32,50
2136,-36,-.07692308,-.07692308,15,26
7579,-43,.075000003,.125,5,40
3416,-22,0,0,38,52
2348,-11,.075000003,.075000003,25,40
213,-56,-.03846154,-.03846154,11,26
4016,-52,-.03846154,-.03846154,5,26
7623,-30,-.040816326,.081632651,13,49
9099,-49,.03846154,.03846154,15,52
6260,-3,.075000003,.125,27,40
8841,-37,.075000003,.125,18,40
5355,-51,0,0,8,52
8443,-6,0,0,16,26
2744,-15,.025,.025,20,40
7524,-45,.02,.02,14,50
1178,-57,0,0,9,30
7434,-25,.125,.175,23,40
4659,-44,.050000001,.050000001,6,40
921,-46,-.025,.025,8,40
10206,-46,.01923077,.01923077,22,52
1162,-43,.1,.1,8,30
8546,-60,.1,.15000001,19,40
9462,-19,-.06122449,.06122449,12,49
8980,-1,.050000001,.050000001,33,40
9578,-57,-.01923077,-.01923077,15,52
1319,-15,.033333335,.033333335,15,30
6245,-15,0,.050000001,9,40
1384,-48,-.0625,-.0625,5,16
2547,-24,.01923077,.01923077,35,52
2314,-31,.025,.025,12,40
10538,-39,.07692308,.07692308,38,52
3269,-21,.02,.02,41,50
4603,-43,0,0,7,40
7774,-36,.15384616,.15384616,17,52
1065,-25,.18000001,.16,24,50
796,-15,-.050000001,0,4,40
708,-18,.1,.079999998,25,50
547,-54,-.07692308,-.07692308,12,26
2782,-48,.15000001,.15000001,4,40
9481,-34,-.081632651,.040816326,14,49
4061,-50,-.07692308,-.07692308,9,26
4680,-58,.13333334,.13333334,4,30
9928,-54,-.050000001,0,0,40
341,-9,.1,.1,30,40
9169,-7,.16,.16,25,50
3499,-54,-.03846154,-.03846154,14,52
4256,-43,.1,.1,9,40
6411,-58,0,.050000001,5,40
1183,-45,.033333335,.033333335,5,30
3145,-17,.16666667,.16666667,22,30
2270,-13,0,0,22,40
9359,-18,-.025,.025,24,40
6412,-30,.075000003,.1,12,40
3715,-2,.03846154,.03846154,14,26
1229,-51,.033333335,.033333335,7,30
10302,-3,-.025,.025,26,40
7677,-25,0,.050000001,20,40
3585,-7,-.027777778,.027777778,15,36
9235,-50,-.02,-.039999999,10,50
1674,-57,.039999999,.039999999,12,50
1005,-57,0,-.0625,2,16
6744,-24,.2,.23333333,13,30
4123,-60,0,0,2,40
776,-1,0,0,4,40
7845,-33,-.07692308,-.07692308,16,26
6034,-37,0,0,3,16
9412,-59,.25,.30000001,7,40
4810,-45,-.050000001,0,3,40
3539,-42,-.050000001,0,12,40
