itin,ttdate,pc2,pc1,occ,cap
1520,-10,.06666667,.06666667,24,30
2215,-43,.075000003,.075000003,5,40
7425,-2,.15000001,.175,32,40
1448,-17,-.0625,-.0625,15,16
6555,-54,-.07692308,-.07692308,12,26
9028,-44,.025,.075000003,5,40
5971,-16,.125,.0625,10,16
10128,-42,.125,.175,13,40
9521,-32,-.025,.025,8,40
3794,-13,0,0,13,40
5191,-26,.06666667,.1,4,30
3960,-29,.025,.075000003,18,40
178,-5,-.07692308,-.07692308,21,26
9369,-54,0,.050000001,18,40
1668,-29,.23999999,.22,13,50
8811,-46,-.050000001,0,11,40
4803,-12,.025,.075000003,22,40
5652,-12,.125,.175,14,40
7048,-21,.03846154,.03846154,20,26
1232,-52,0,0,5,30
8201,-38,.075000003,.125,17,40
10077,-31,.01923077,.01923077,14,52
1273,-32,.02,.02,26,50
7654,-23,-.040816326,.081632651,21,49
492,-8,-.03846154,-.07692308,22,26
9440,-43,.03846154,.03846154,8,52
6791,-39,.033333335,.06666667,8,30
5892,-54,-.01923077,-.01923077,30,52
10075,-48,.01923077,.01923077,8,52
1523,-25,.13333334,.13333334,10,30
4781,-49,.025,.075000003,20,40
8747,0,.025,.025,31,40
6664,-50,0,0,12,52
7600,-12,.22499999,.27500001,23,40
194,0,0,0,19,26
9292,-22,.075000003,.125,22,40
6996,-18,.1,.06666667,18,30
2118,-43,-.07692308,-.07692308,10,26
5013,-34,.025641026,.025641026,17,39
9338,-37,.25,.30000001,11,40
5241,-49,.033333335,.06666667,3,30
6784,-20,.033333335,.06666667,12,30
2026,-20,0,0,18,30
8446,-16,.07692308,.07692308,15,26
10648,-16,.18000001,.18000001,40,50
7074,-59,-.07692308,-.07692308,4,26
308,-16,.075000003,.075000003,9,40
2806,-47,.050000001,.050000001,3,40
1624,-4,.1,.1,42,50
3465,-54,0,0,12,52
8555,-39,0,.025,28,40
326,-43,.075000003,.075000003,8,40
3075,-40,-.027777778,.027777778,5,36
8064,-5,.125,.125,30,40
5050,-10,0,0,15,30
5848,-52,.025,.075000003,3,40
6470,-37,.07692308,.07692308,5,26
4037,-37,.03846154,.03846154,11,26
5393,-55,0,0,13,52
10597,-20,.039999999,.039999999,38,50
7947,-34,-.03846154,-.03846154,9,26
5605,-31,-.025,.025,4,40
1374,-30,-.0625,-.0625,4,16
1846,-42,.40000001,.38,24,50
10028,-8,.057692308,.057692308,44,52
8171,-7,0,.050000001,9,40
10576,-37,.12,.12,22,50
8995,-47,.175,.22499999,9,40
4053,-56,-.07692308,-.07692308,13,26
762,-38,-.050000001,0,5,40
5416,-30,.06666667,.06666667,15,30
6478,-31,-.025,0,27,40
4267,-26,.050000001,.050000001,23,40
6513,-16,0,0,20,26
8678,-32,.025,.075000003,18,40
5372,-56,-.03846154,-.03846154,16,52
125,-13,0,-.02,15,50
1832,-43,.059999999,.059999999,25,50
797,-17,.075000003,.125,4,40
10562,-56,0,0,21,52
10730,-58,-.07692308,-.07692308,2,26
8364,-42,-.03846154,-.03846154,14,26
8784,-44,-.050000001,0,9,40
867,-3,0,0,2,40
4590,-39,-.07692308,-.07692308,10,26
6549,-30,-.07692308,-.07692308,19,26
8551,-22,.15000001,.2,20,40
8900,-47,.02,.02,20,50
7247,-33,-.055555556,0,4,36
2781,-5,.125,.125,17,40
1397,-6,0,-.0625,9,16
6648,-42,-.07692308,-.07692308,10,26
1031,-45,.039999999,.039999999,25,50
2402,-45,.025,.025,10,40
5502,-5,-.025,.025,18,40
6485,-17,0,.050000001,21,40
7523,-55,.039999999,.02,13,50
4158,-23,.025,.025,16,40
4593,-9,0,0,24,40
5534,-31,.03846154,.03846154,12,52
1920,-24,.23999999,.22,34,50
8808,-32,0,.050000001,10,40
4115,-33,.050000001,.050000001,19,40
10527,-45,.03846154,.03846154,25,52
1979,-23,.033333335,.033333335,20,30
10057,-39,0,0,10,52
5173,-22,-.033333335,0,19,30
8053,-59,.125,.125,4,40
9037,-34,-.050000001,0,6,40
9518,-59,-.025,0,3,40
8061,-49,.050000001,.050000001,4,40
8035,-20,.025,.025,25,40
10115,-54,.175,.22499999,6,40
9183,-37,0,0,8,50
5617,-42,-.025,.025,3,40
4007,-16,.03846154,.03846154,13,26
6109,-40,.025,.025,10,40
1623,0,0,0,45,50
10423,-14,.01923077,.01923077,17,52
5048,-42,.1,.1,19,30
10740,-42,.03846154,.03846154,10,26
8311,-15,.1,.15000001,33,40
7182,-7,.027777778,.083333336,30,36
7835,-39,.03846154,.03846154,21,26
9731,-51,-.01923077,-.01923077,13,52
10474,-29,-.01923077,-.01923077,9,52
6582,-6,-.03846154,-.03846154,26,26
3048,-28,.055555556,.11111111,22,36
10143,-27,.1,.15000001,18,40
8288,-38,0,0,21,52
3225,-57,.06666667,.06666667,7,30
7417,-19,-.025,.025,32,40
4084,-10,.075000003,.075000003,26,40
4749,-36,.025,.075000003,11,40
1287,-58,.079999998,.079999998,14,50
8212,-57,-.025,.025,5,40
7240,-16,.41666666,0,0,36
3805,-11,.125,.125,26,40
2388,-48,.075000003,.075000003,11,40
2174,-46,-.07692308,-.07692308,17,26
2711,-20,.075000003,.075000003,3,40
4938,-21,.03846154,.03846154,19,26
8681,-44,.025,.075000003,19,40
780,-14,-.050000001,0,8,40
6704,-21,.050000001,.075000003,24,40
9194,-52,-.02,-.02,16,50
9888,-27,.01923077,.01923077,20,52
1435,-46,-.0625,-.125,4,16
3684,-46,-.040816326,.081632651,16,49
10445,-35,.03846154,.03846154,12,52
7815,-40,-.07692308,-.07692308,11,26
1597,-11,.12,.1,39,50
9067,-54,-.050000001,0,4,40
2951,-50,-.055555556,0,10,36
6303,-60,-.050000001,0,22,40
6909,-9,.033333335,.033333335,25,30
3092,-44,0,.055555556,7,36
10149,-41,-.01923077,-.01923077,11,52
4858,-49,0,.050000001,6,40
3720,-24,-.03846154,-.03846154,13,26
10226,-8,0,0,39,52
1267,-37,0,0,25,50
6807,-54,0,.033333335,10,30
2665,-11,0,0,4,40
3664,-40,.075000003,.125,12,40
2332,-9,.125,.125,27,40
3761,-42,0,0,8,26
373,-33,-.03846154,-.03846154,15,26
3867,-16,.07692308,.07692308,21,26
7236,-4,.027777778,.083333336,0,36
4467,-24,-.025,.025,10,40
6720,-30,-.025,.025,20,40
1579,-7,.1,.079999998,39,50
2222,-25,.125,.125,23,40
4309,-46,.025,.025,5,40
5283,-59,-.02,-.02,12,50
4789,-47,-.050000001,0,16,40
6559,0,0,0,14,26
9247,-13,.025,.075000003,13,40
1600,-6,.059999999,.059999999,43,50
6359,-11,0,.050000001,22,40
4034,-60,0,0,10,26
5103,-25,.033333335,.033333335,12,30
8884,-49,0,0,11,50
1048,-14,.039999999,.039999999,34,50
5276,-18,.14,.14,27,50
6839,-42,0,0,11,52
9465,-31,-.06122449,.06122449,15,49
3216,-41,.033333335,.033333335,8,30
3162,-9,.033333335,.033333335,22,30
6083,-49,-.0625,-.125,4,16
9572,0,0,0,51,52
1775,-59,-.02,-.039999999,5,50
9360,-14,.25,.30000001,23,40
5176,-39,.06666667,.1,11,30
9455,-48,.07692308,.07692308,12,52
721,-46,.079999998,.059999999,16,50
9420,-44,-.050000001,0,13,40
4623,-52,.050000001,.050000001,8,40
9329,-9,.22499999,.27500001,21,40
659,-53,-.07692308,-.07692308,15,26
9219,-26,.16,.14,22,50
8803,0,0,0,16,40
6197,-35,-.07692308,-.07692308,9,26
595,-32,.07692308,.07692308,12,26
2317,-55,0,0,5,40
6845,-25,.096153848,.096153848,29,52
8809,-32,.025,.075000003,20,40
4506,-40,-.025,.025,22,40
1661,-57,-.02,-.02,4,50
173,-30,0,0,12,26
1540,-44,.033333335,.033333335,8,30
8750,-7,.2,.25,21,40
10156,-19,.28846154,.28846154,29,52
4772,-22,.15000001,.2,25,40
6874,-6,-.01923077,-.01923077,19,52
686,-35,.12,.12,24,50
2375,-52,0,0,4,40
3704,-48,-.020408163,.10204082,16,49
10484,-34,.03846154,.03846154,21,52
4576,-2,-.03846154,-.03846154,25,26
7550,-16,.025,.075000003,27,40
6988,-9,.16666667,.16666667,15,30
4062,-58,-.03846154,-.03846154,20,26
7322,-22,.2857143,.40816328,12,49
3338,-5,0,0,47,52
7268,-20,0,.055555556,5,36
1686,-16,.31999999,.30000001,17,50
6123,-38,0,0,13,40
5595,-39,-.025,.025,4,40
3806,-30,.075000003,.075000003,19,40
285,-59,-.050000001,0,0,40
6424,-58,-.025,0,21,40
3728,-51,-.07692308,-.07692308,7,26
1934,-36,.16,.16,29,50
5315,-60,0,-.02,4,50
7170,-44,-.055555556,0,6,36
5255,-21,.14,.14,40,50
4843,-12,.025,.075000003,14,40
4782,-44,-.050000001,0,22,40
1815,-33,.059999999,.059999999,26,50
5382,-44,.01923077,.01923077,16,52
1119,-25,.033333335,.033333335,13,30
7334,-27,.040816326,.1632653,23,49
4042,-50,.07692308,.07692308,18,26
3054,-43,-.027777778,.027777778,9,36
5694,-43,.025,.075000003,7,40
10210,-15,-.01923077,-.01923077,50,52
3029,-24,0,.055555556,6,36
10329,-60,.050000001,.1,12,40
3278,-25,.12,.1,26,50
2215,-25,.25,.25,18,40
7578,-16,.025,.075000003,30,40
10347,-35,.057692308,.057692308,33,52
588,-36,0,0,10,26
3726,-24,-.07692308,-.07692308,13,26
9180,-51,.02,.02,16,50
5383,-27,-.01923077,-.01923077,25,52
9375,-51,0,.050000001,14,40
9981,-1,.01923077,.01923077,49,52
2819,-1,.075000003,.075000003,26,40
9141,-34,-.03846154,-.03846154,27,52
7961,-16,.07692308,.07692308,15,26
2018,-15,.13333334,.13333334,20,30
494,-6,0,0,20,26
4467,-4,-.050000001,0,19,40
8223,-24,.075000003,.1,7,40
8931,-34,.02,.02,10,50
1257,-48,.039999999,.039999999,5,50
10627,-41,.1,.079999998,20,50
4201,-48,.175,.175,5,40
9829,-46,-.03846154,-.03846154,14,52
9321,-3,.075000003,.125,32,40
735,-2,.025,.025,1,40
4528,-28,-.025,.025,19,40
5661,-24,.15000001,.2,25,40
9776,-12,.050000001,.1,28,40
2126,-44,-.07692308,-.07692308,5,26
327,-47,.025,.025,8,40
4218,-46,.025,.025,6,40
1438,-16,-.0625,-.0625,8,16
1288,-46,.079999998,.059999999,11,50
7545,-26,-.025,.025,20,40
8964,-10,.125,.175,31,40
9593,-41,-.03846154,-.03846154,33,52
1689,-28,.14,.12,15,50
8514,-31,0,0,6,26
10780,-46,-.03846154,-.03846154,14,26
2922,-40,0,.055555556,10,36
29,-22,0,0,14,26
6338,-56,-.02,-.02,6,50
3486,-50,.057692308,.057692308,29,52
3729,-50,-.03846154,-.03846154,3,26
10097,0,0,0,38,40
316,-6,.1,.1,13,40
944,-49,-.025,.025,9,40
7145,-42,.079999998,.059999999,23,50
9187,-32,.02,.02,9,50
1833,-27,.1,.079999998,18,50
6454,-4,-.03846154,-.03846154,24,26
1443,-12,0,0,6,16
8016,-54,0,0,12,26
9442,-37,.01923077,.01923077,29,52
1360,-16,.0625,.0625,5,16
3513,-52,0,0,33,52
5911,-30,0,0,27,52
1265,-13,.12,.1,30,50
8755,-10,.050000001,.1,23,40
7101,-60,0,0,17,50
660,-57,-.07692308,-.07692308,9,26
5931,-16,.0625,.0625,4,16
5639,-10,0,.050000001,20,40
3252,-11,.059999999,.059999999,22,50
5664,-32,.025,.075000003,5,40
10369,-59,-.01923077,-.01923077,22,52
8305,-54,0,.050000001,12,40
717,-13,.1,.1,32,50
5488,-31,-.025,.025,14,40
7116,-40,.14,.14,25,50
8045,-37,.25,.25,8,40
10434,-12,-.03846154,-.03846154,14,52
9755,-28,.07692308,.07692308,15,52
4435,-50,0,.050000001,2,40
10764,-45,-.07692308,-.07692308,8,26
2228,-54,.025,.025,7,40
7787,-60,.03846154,.03846154,16,52
7173,-5,.11111111,.16666667,28,36
2200,-7,.27500001,.27500001,15,40
9763,-59,-.01923077,-.01923077,6,52
6397,-11,.125,.15000001,26,40
1851,-52,.059999999,.039999999,18,50
3519,-29,.050000001,.1,10,40
10617,-9,.039999999,.02,36,50
2719,-12,.1,.1,1,40
7910,-52,.07692308,.07692308,11,26
608,-39,-.07692308,-.07692308,18,26
2755,-1,.050000001,.025,9,40
781,-15,-.025,.025,2,40
10700,-21,.059999999,.039999999,45,50
6817,-10,-.01923077,-.01923077,8,52
9328,-8,0,.050000001,35,40
5633,-7,-.050000001,0,19,40
606,-11,0,0,23,26
6179,-17,-.03846154,-.03846154,7,26
7543,-35,.025,.075000003,33,40
8431,-15,-.07692308,-.07692308,11,26
6518,-25,-.03846154,-.03846154,16,26
120,-32,0,-.02,12,50
3607,-35,0,.055555556,16,36
5643,-23,.15000001,.2,4,40
10032,-14,.23076923,.23076923,29,52
2726,-33,0,0,2,40
9017,-15,0,.050000001,11,40
3929,-6,.075000003,.125,23,40
4737,-59,.033333335,0,6,30
1446,-29,-.0625,-.0625,10,16
1085,-45,.039999999,.039999999,3,50
5292,-12,.16,.14,32,50
2066,-25,.1,.1,12,30
2773,-12,.025,.025,20,40
1298,-44,.039999999,.02,10,50
1109,-37,.13333334,.13333334,12,30
6192,-10,-.07692308,-.07692308,24,26
2851,-8,-.025,0,13,40
7225,-37,-.055555556,0,9,36
10751,-38,.07692308,.07692308,8,26
10571,-3,.059999999,.059999999,37,50
1823,-11,.059999999,.039999999,46,50
8955,-17,.075000003,.125,27,40
9651,-47,.01923077,.01923077,18,52
5761,-16,.025,.075000003,25,40
9680,-51,-.03846154,-.03846154,13,52
5429,-3,.06666667,.06666667,26,30
1337,0,.033333335,.033333335,27,30
7222,-43,-.027777778,.027777778,14,36
3763,-54,-.07692308,-.07692308,4,26
9954,-10,0,0,40,52
10006,-56,.03846154,.03846154,17,52
7396,-16,.075000003,.125,30,40
7129,-18,.1,.079999998,36,50
737,-12,-.050000001,0,0,40
5937,-45,.0625,.0625,4,16
5097,-49,.16666667,.16666667,5,30
2697,-55,0,0,2,40
6519,-20,.03846154,.03846154,13,26
44,-22,0,0,7,26
2260,-26,.025,.025,14,40
6544,-40,-.07692308,-.07692308,8,26
7630,-24,-.06122449,.06122449,12,49
6755,-4,0,.033333335,25,30
1564,-7,.039999999,.039999999,38,50
3089,-46,-.055555556,0,16,36
10049,-40,.057692308,.057692308,15,52
1359,-9,-.0625,-.0625,11,16
10332,-7,.025,.075000003,21,40
8965,-13,.050000001,.1,11,40
1382,-1,0,0,15,16
9540,-11,.057692308,.057692308,42,52
3275,-40,.02,.02,22,50
8778,-47,-.050000001,0,9,40
4633,-52,.025,.025,13,40
6259,-49,.025,.075000003,3,40
2306,-58,0,0,10,40
9438,-37,.07692308,.07692308,22,52
9681,-41,0,0,11,52
10313,-47,0,.050000001,10,40
4006,-9,-.07692308,-.07692308,12,26
3475,-15,.07692308,.07692308,32,52
2673,-52,.1,.1,5,40
1862,-12,.02,.02,16,50
2788,-38,.050000001,.050000001,14,40
9157,-54,-.03846154,-.03846154,7,52
6829,-27,-.01923077,-.01923077,15,52
8460,-50,-.07692308,-.07692308,11,26
6949,-19,0,0,14,30
2993,-48,-.027777778,.027777778,2,36
10385,-40,.096153848,.096153848,30,52
3266,-51,.039999999,.039999999,19,50
7338,0,0,0,39,49
6521,0,-.07692308,-.07692308,25,26
3091,-9,0,.055555556,33,36
1647,-17,.14,.14,28,50
6055,-10,.0625,0,7,16
4951,-8,.03846154,.03846154,20,26
7191,-59,0,.055555556,8,36
7535,-2,0,0,37,52
2700,-11,0,0,4,40
6645,-53,0,0,3,26
9300,-47,-.025,.025,7,40
3879,-32,-.03846154,-.03846154,9,26
3434,-8,.15384616,.15384616,36,52
7708,-4,.32692307,.32692307,31,52
9765,-57,0,0,5,52
2262,-14,0,0,21,40
7518,-39,.059999999,.039999999,25,50
5770,-42,-.050000001,0,15,40
2284,-13,.075000003,.075000003,15,40
6452,-59,-.07692308,-.07692308,6,26
6780,-5,0,.033333335,13,30
8997,-31,.15000001,.2,28,40
8324,-55,0,.050000001,9,40
4228,-59,.075000003,.075000003,2,40
6702,-48,.025,.075000003,26,40
6460,-17,0,0,9,26
7755,-35,0,0,25,52
7895,-36,-.03846154,-.03846154,9,26
9273,-24,-.025,.025,31,40
6604,-18,0,0,11,26
10255,-47,.07692308,.07692308,17,52
5198,-45,-.033333335,0,10,30
4845,-26,0,.050000001,16,40
6719,-28,-.025,.025,7,40
3137,-29,.033333335,.033333335,15,30
4397,-48,-.050000001,0,1,40
4169,-43,.125,.125,8,40
7827,-40,-.07692308,-.07692308,12,26
1200,-20,.13333334,.13333334,20,30
6060,-34,.0625,0,3,16
7374,-50,-.020408163,.10204082,21,49
5493,-48,-.025,.025,22,40
7043,-20,.03846154,.03846154,21,26
5894,-17,-.01923077,-.01923077,27,52
5136,-46,-.02,-.02,14,50
2232,-55,.025,.025,9,40
5743,-22,.050000001,.075000003,24,40
6049,-20,0,-.0625,7,16
3342,-50,.17307693,.17307693,25,52
7887,-22,-.03846154,-.03846154,15,26
3830,-5,-.03846154,-.03846154,21,26
919,-33,.050000001,.1,13,40
5007,-38,.027777778,.027777778,17,36
298,-13,.11538462,.11538462,37,52
2116,-20,.11538462,.11538462,16,26
4672,-45,.06666667,.06666667,8,30
8239,-56,.050000001,.075000003,12,40
446,-22,.025641026,.025641026,18,39
7948,-20,0,0,16,26
3974,-60,-.050000001,0,7,40
9790,-7,-.050000001,0,25,40
2973,-31,-.027777778,.027777778,1,36
3294,-45,0,-.02,14,50
8612,-12,0,0,17,26
9012,-54,-.050000001,0,2,40
5065,-21,.13333334,.13333334,11,30
8353,-29,0,0,4,26
4285,-37,.050000001,.050000001,17,40
70,-58,-.07692308,-.07692308,3,26
6128,-34,.050000001,.050000001,11,40
9645,-46,0,0,13,52
6016,-13,-.0625,-.0625,10,16
5457,-39,.1,.1,10,30
9232,-52,.059999999,.039999999,8,50
4358,-44,0,0,11,30
256,-16,0,.050000001,1,40
5431,-38,.033333335,.033333335,14,30
6198,-36,-.03846154,-.03846154,6,26
9307,-38,0,.050000001,11,40
6039,-22,0,0,5,16
3016,-29,.027777778,.083333336,11,36
6343,-15,.039999999,.039999999,32,50
3595,-15,0,.055555556,20,36
7354,-9,-.12244898,0,27,49
1161,-37,.033333335,.033333335,7,30
4952,-53,0,0,8,26
1819,-29,.14,.14,28,50
1909,-60,.25999999,.25999999,18,50
6911,-15,.2,.2,12,30
8377,-48,0,0,10,26
24,-34,-.03846154,-.03846154,8,26
5320,-48,.059999999,.039999999,20,50
1082,-55,.039999999,.02,14,50
3077,-8,-.055555556,0,12,36
3625,-48,-.055555556,0,5,36
5844,-53,.050000001,.1,4,40
1439,-13,.1875,.1875,5,16
942,-32,-.025,.025,10,40
2113,-15,.07692308,.07692308,16,26
302,-14,0,0,27,40
6048,-29,-.0625,-.0625,7,16
2721,-58,0,0,0,40
9158,-39,.1923077,.1923077,12,52
7646,-2,0,0,16,49
7500,-47,-.02,-.02,18,50
633,-4,0,0,11,26
2236,-51,0,0,12,40
9666,-45,.07692308,.07692308,18,52
8540,-54,0,.050000001,22,40
6475,-42,-.07692308,-.07692308,9,26
2992,-30,-.027777778,.027777778,3,36
156,-21,-.03846154,-.03846154,15,26
10558,-30,.13461539,.13461539,27,52
652,-47,-.07692308,-.07692308,13,26
9768,-14,-.025,.025,17,40
6691,-19,0,0,35,52
8093,-46,.22499999,.22499999,7,40
8945,-7,0,.050000001,16,40
9212,-14,.02,0,36,50
4824,-60,-.025,.025,1,40
3724,-36,0,0,7,26
598,-6,.03846154,.03846154,16,26
1635,-16,.079999998,.079999998,20,50
6297,-40,.050000001,.1,9,40
6058,-8,0,-.0625,7,16
8135,-59,.125,.125,6,40
604,-33,.03846154,.03846154,10,26
4651,-19,.15000001,.15000001,20,40
9212,-2,0,0,39,50
7038,-34,.03846154,.03846154,9,26
161,-25,-.03846154,-.03846154,8,26
1096,-21,.033333335,.033333335,21,30
3484,-16,.057692308,.057692308,45,52
4826,-10,0,.050000001,21,40
10359,-46,.096153848,.096153848,31,52
9038,-10,.22499999,.27500001,20,40
4427,-45,0,.050000001,8,40
6193,-27,-.03846154,-.03846154,9,26
926,-13,.2,.25,21,40
367,-32,-.07692308,-.07692308,7,26
4786,-5,0,.050000001,30,40
419,-37,0,0,8,26
5788,-13,.050000001,.1,32,40
8984,-27,.025,.075000003,24,40
3248,-17,.14,.14,26,50
5439,-29,.26666668,.26666668,5,30
45,-31,-.07692308,-.07692308,12,26
9624,-27,0,0,34,52
1785,-4,.039999999,.039999999,45,50
6730,-43,-.050000001,0,12,40
10295,-18,.01923077,.01923077,31,52
10074,-39,.07692308,.07692308,15,52
6324,0,-.02,-.02,50,50
7891,-55,-.07692308,-.07692308,6,26
6920,-18,.13333334,.13333334,13,30
7369,-28,0,0,29,52
5645,-43,.025,.075000003,3,40
10051,-42,.01923077,.01923077,20,52
1128,-54,.033333335,.033333335,8,30
5348,-8,.03846154,.03846154,43,52
9181,-16,.02,.02,33,50
8818,-32,.1,.15000001,18,40
10144,0,0,0,35,40
3156,-30,.06666667,.06666667,18,30
8682,-43,-.025,.025,16,40
10306,-42,-.025,.025,11,40
4098,-8,.075000003,.075000003,25,40
5394,-59,0,0,9,52
2637,-40,.075000003,.075000003,14,40
2016,-2,.06666667,.06666667,26,30
7004,-45,.1,.06666667,8,30
2602,-4,0,0,5,40
9794,-33,-.050000001,0,4,40
2146,-39,-.07692308,-.07692308,19,26
8449,-3,0,0,22,26
8268,-28,.096153848,.096153848,35,52
8000,-33,-.07692308,-.07692308,17,26
10429,-7,-.03846154,-.03846154,31,52
8660,-17,.075000003,.125,23,40
9279,-32,-.050000001,0,16,40
8528,-24,-.03846154,-.03846154,17,26
745,-32,0,.050000001,3,40
10540,-39,.01923077,.01923077,32,52
5245,-2,.1,.1,40,50
10408,-36,.057692308,.057692308,13,52
6422,-28,0,.050000001,18,40
8738,-39,.025,.075000003,11,40
7049,-10,.03846154,.03846154,17,26
1053,-9,.16,.14,33,50
5355,-18,-.01923077,-.01923077,19,52
1361,-1,0,0,12,16
4274,-18,.050000001,.050000001,13,40
2628,-11,0,0,11,40
10180,-10,.01923077,.01923077,41,52
2009,-30,0,0,14,30
2382,-10,.025,.025,20,40
2775,-45,.025,.025,16,40
6315,-34,-.02,-.02,23,50
7604,-50,0,.050000001,10,40
9621,-21,.03846154,.03846154,28,52
7910,-60,.15384616,.15384616,7,26
1730,-18,.1,.079999998,29,50
342,-15,.050000001,.050000001,21,40
5572,-43,-.050000001,0,0,40
6110,-1,0,0,36,40
3359,-36,.025,.075000003,30,40
9441,-20,.03846154,.03846154,43,52
4484,-36,-.025,.025,3,40
1699,-57,.059999999,.039999999,10,50
8891,-18,.02,.02,19,50
7555,-35,0,.050000001,18,40
4548,-18,-.07692308,-.07692308,13,26
8008,-33,0,0,13,26
6076,-43,-.0625,-.125,4,16
2512,-27,.057692308,.057692308,29,52
8466,-15,-.07692308,-.07692308,16,26
1831,-60,.059999999,.059999999,25,50
8947,-14,.175,.22499999,11,40
259,-30,-.050000001,0,7,40
4932,-46,.07692308,.07692308,10,26
7879,-5,-.07692308,-.07692308,22,26
7908,-12,.03846154,.03846154,13,26
3246,-41,.02,.02,23,50
10247,-56,.01923077,.01923077,24,52
10682,-51,.02,.02,9,50
6054,0,-.0625,0,14,16
1172,-57,.06666667,.06666667,4,30
1815,-4,.12,.1,43,50
2057,-42,0,0,16,30
3730,-26,-.07692308,-.07692308,13,26
8182,-18,.075000003,.125,24,40
7079,-9,.02,.02,34,50
3948,-43,-.025,.025,7,40
1201,-34,0,0,10,30
10687,-24,.14,.12,38,50
2069,-44,0,0,10,30
3481,-39,.01923077,.01923077,18,52
6545,-55,-.07692308,-.07692308,6,26
6978,-31,.06666667,.06666667,8,30
1255,-45,-.02,-.02,18,50
2658,-17,.025,.025,3,40
6765,-2,.06666667,.06666667,23,30
10462,-1,-.03846154,-.03846154,23,52
3785,-3,.025,.025,35,40
6361,-17,.050000001,.1,22,40
1336,-52,.033333335,.033333335,8,30
7096,-23,.02,.02,36,50
7974,-33,.11538462,.11538462,9,26
6332,-15,.039999999,.039999999,40,50
8106,-46,0,0,6,40
3684,-57,.07692308,.07692308,18,52
1268,-7,.02,0,48,50
10044,-34,-.01923077,-.01923077,16,52
7155,-30,.039999999,.02,15,50
1197,-60,.033333335,.033333335,8,30
7564,-37,.025,.075000003,19,40
2153,-12,-.03846154,-.03846154,20,26
4606,-8,.125,.125,27,40
3450,-2,.057692308,.057692308,38,52
1908,-32,.059999999,.039999999,34,50
8199,-8,-.025,.025,26,40
4038,-35,-.03846154,-.03846154,16,26
6651,-53,-.07692308,-.07692308,14,26
9264,-24,-.050000001,0,19,40
855,-3,0,0,2,40
5026,-50,.079999998,.059999999,25,50
9532,-6,.03846154,.03846154,38,52
1159,-38,0,0,9,30
3930,-20,0,.050000001,23,40
7481,-23,.1,.1,22,50
6347,-55,0,0,10,50
6486,-14,.025,.075000003,35,40
2556,-54,-.01923077,-.01923077,23,52
571,-37,0,0,13,30
4408,-7,.125,.175,13,40
10161,-36,.11538462,.11538462,29,52
876,-43,-.050000001,0,5,40
385,-33,-.03846154,-.03846154,12,26
9352,-50,.1,.15000001,11,40
3146,-34,.16666667,.16666667,11,30
346,-36,0,0,11,40
5781,-16,.025,.075000003,29,40
3299,-17,.039999999,.02,35,50
10277,-25,.11538462,.11538462,30,52
9016,-16,.075000003,.125,23,40
2019,-11,.1,.1,20,30
1228,-45,.033333335,.033333335,10,30
6062,-40,0,-.0625,4,16
8121,-36,.025,.025,11,40
5738,-40,-.050000001,0,24,40
749,-29,-.025,.025,4,40
5949,-55,-.0625,-.0625,3,16
5813,-57,0,.050000001,6,40
1360,-13,.0625,.0625,6,16
2214,-57,.075000003,.075000003,6,40
5339,-6,.01923077,.01923077,28,52
6879,-29,0,0,16,52
4815,-36,.075000003,.125,26,40
7738,-45,0,0,12,52
840,-28,-.050000001,0,2,40
8027,-3,.050000001,.050000001,36,40
8129,-12,.025,.025,18,40
10276,-43,0,0,22,52
7619,-56,.050000001,.1,13,40
5813,-31,.025,.075000003,19,40
6743,-32,-.033333335,0,9,30
9007,-54,0,.050000001,6,40
6137,-51,0,0,8,40
10070,-50,-.01923077,-.01923077,15,52
622,-25,-.03846154,-.03846154,16,26
5655,-11,0,.050000001,23,40
8769,-14,.175,.22499999,20,40
5520,-5,.01923077,.01923077,33,52
7750,-37,0,0,12,52
3029,-31,.083333336,.1388889,4,36
3454,-48,-.01923077,-.01923077,13,52
4838,-25,-.025,.025,8,40
3973,-47,-.025,.025,11,40
7109,-51,-.02,-.02,16,50
926,-43,-.025,.025,9,40
7547,-11,0,.050000001,28,40
6400,-50,-.050000001,0,8,40
7554,-28,-.050000001,0,19,40
2404,-57,0,0,5,40
4304,-30,0,0,7,40
6479,-32,.075000003,.1,13,40
111,-36,.055555556,.055555556,19,36
5954,-15,.0625,.0625,12,16
7863,-18,.03846154,.03846154,14,26
9661,-27,-.03846154,-.03846154,26,52
7707,-5,.096153848,.096153848,45,52
2022,-16,.033333335,.033333335,22,30
9897,-14,.050000001,.075000003,23,40
7759,-60,0,0,10,52
8032,-3,.050000001,.050000001,28,40
4381,-15,.125,.175,25,40
1352,-36,0,0,11,30
5014,-8,.025641026,0,26,39
5256,-24,.1,.1,36,50
2447,-19,.1,.1,18,40
10229,-4,.057692308,.057692308,38,52
1281,-7,.059999999,.059999999,44,50
7649,-54,-.025,.025,11,40
6889,-55,.057692308,.057692308,12,52
2111,-10,-.03846154,-.03846154,16,26
983,-43,.025641026,.025641026,16,39
1810,-9,0,0,40,50
8895,-11,.1,.079999998,39,50
7795,-4,-.03846154,-.03846154,15,26
7724,-27,.01923077,.01923077,31,52
4040,-51,-.07692308,-.07692308,21,26
10181,-13,0,0,28,52
6541,-22,-.03846154,-.03846154,14,26
